op_index,op,class,decisive_note
2993,reshape,direct-alias,"compile-loop shape alias: metadata only, no program emitted (ANEH13Compiler.mm:1456-1482)"
2994,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
2995,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
2996,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
2997,slice_by_index,missing,no H13 encoder for 'slice_by_index': lowerOperation final reject 'H13 has no source-qualified encoder for' (ANEH13Compiler.mm:1349-1350)
2998,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
2999,reshape,direct-alias,"compile-loop shape alias: metadata only, no program emitted (ANEH13Compiler.mm:1456-1482)"
3000,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3001,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3002,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3003,slice_by_index,missing,no H13 encoder for 'slice_by_index': lowerOperation final reject 'H13 has no source-qualified encoder for' (ANEH13Compiler.mm:1349-1350)
3004,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3005,mul,direct,"inline fp16 scalar mul fold (splat constant, 64-element slices)"
3006,select,missing,no H13 encoder for 'select': lowerOperation final reject 'H13 has no source-qualified encoder for' (ANEH13Compiler.mm:1349-1350)
3007,mul,direct,"inline fp16 scalar mul fold (splat constant, 64-element slices)"
3008,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3009,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3010,transpose,missing,no H13 encoder for 'transpose': lowerOperation final reject 'H13 has no source-qualified encoder for' (ANEH13Compiler.mm:1349-1350)
3011,matmul,missing-envelope,"runtime-operand matmul rows=3000 red=128 cols=375 tx=False ty=True y=(1, 8, 375, 128): outside kMatmulEnvelopeTasks (rows decoded only for 1 and 16); runtime-weight matmul is parity-path-only — reject h13.matmul-outside-envelope; no chunked fallback exists for runtime operands"
3012,add,direct,"h13-source-qualified two-runtime same-shape binary, 64-element slices (rung 01-add-legacy proven path)"
3013,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3014,softmax,missing-envelope,"softmax template lookup in=(8, 375, 375) out=(8, 375, 375) axis-mask=0x08: absent from kNormTasks (44 decoded softmax programs; largest spatial 256x256); normParityPlan is softmax's only path (no generic fallback)"
3015,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3016,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3017,transpose,missing,no H13 encoder for 'transpose': lowerOperation final reject 'H13 has no source-qualified encoder for' (ANEH13Compiler.mm:1349-1350)
3018,matmul,missing-envelope,"runtime-operand matmul rows=3000 red=375 cols=128 tx=False ty=False y=(1, 8, 375, 128): outside kMatmulEnvelopeTasks (rows decoded only for 1 and 16); runtime-weight matmul is parity-path-only — reject h13.matmul-outside-envelope; no chunked fallback exists for runtime operands"
3019,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3020,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3021,transpose,missing,no H13 encoder for 'transpose': lowerOperation final reject 'H13 has no source-qualified encoder for' (ANEH13Compiler.mm:1349-1350)
3022,reshape,direct-alias,"compile-loop shape alias: metadata only, no program emitted (ANEH13Compiler.mm:1456-1482)"
3023,constexpr_lut_to_dense,normalization-needed,"4-bit palettization wrapper (fp16 LUT 64 or 256 groups x 16 centroids, uint4 indices) over weight.bin blob data: decompress to dense fp16 at weight-prep and emit as const BLOBFILE; no H13 encoder consumes palettized data"
3024,linear,normalization-needed,"weight producer is constexpr_lut_to_dense (constexpr_lut_to_dense), so constantValue(weight) is false and the linear handler rejects with h13.linear-nonconstant-weight; host LUT decompression (fp16 LUT [G,1,16,1] + uint4 indices -> dense fp16 [N,K]) re-emitted as a const with BLOBFILE payload unb..."
3025,add,direct,"h13-source-qualified two-runtime same-shape binary, 64-element slices (rung 01-add-legacy proven path)"
3026,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3027,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3028,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3029,layer_norm,missing,"normParityPlan hard-rejects affine layer_norm: requires args==3, fp32 epsilon==1e-5, NO gamma/beta ('Apple's compiler in this harness rejects every affine form', ANEH13Compiler.mm:751-792); all 120 here carry gamma+beta with epsilon as an fp16 const; additionally the affine-less core surface (1,3..."
3030,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3031,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3032,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3033,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3034,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3035,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3036,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3037,transpose,missing,no H13 encoder for 'transpose': lowerOperation final reject 'H13 has no source-qualified encoder for' (ANEH13Compiler.mm:1349-1350)
3038,conv,missing-envelope,"rank-3 spelling rejected by convSurface (requires rank-4 fp16 NCHW batch=1); rank-4 re-spell would still need surface in kConvTasks: in=(1, 1024, 375) out=(1, 2048, 375) k=? s=1 g=1 pad_type 'valid'"
3039,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3040,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3041,split,missing,no H13 encoder for 'split': lowerOperation final reject 'H13 has no source-qualified encoder for' (ANEH13Compiler.mm:1349-1350)
3042,sigmoid,missing-envelope,"no Sigmoid surface for (1, 1024, 375): kElementwiseTasks carries unary ops only on channel-vector surfaces (C,1,1) C<=4096; unary ops have NO generic fallback (parityPlan-only path)"
3043,mul,direct,"h13-source-qualified two-runtime same-shape binary, 64-element slices (rung 01-add-legacy proven path)"
3044,select,missing,no H13 encoder for 'select': lowerOperation final reject 'H13 has no source-qualified encoder for' (ANEH13Compiler.mm:1349-1350)
3045,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3046,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3047,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3048,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3049,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3050,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3051,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3052,conv,missing-envelope,"rank-3 spelling rejected by convSurface (requires rank-4 fp16 NCHW batch=1); rank-4 re-spell would still need surface in kConvTasks: in=(1, 1024, 375) out=(1, 1024, 375) k=? s=1 g=1024 pad_type 'custom'"
3053,silu,missing-envelope,"no Silu surface for (1, 1024, 375): kElementwiseTasks carries unary ops only on channel-vector surfaces (C,1,1) C<=4096; unary ops have NO generic fallback (parityPlan-only path)"
3054,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3055,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3056,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3057,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3058,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3059,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3060,conv,missing-envelope,"rank-3 spelling rejected by convSurface (requires rank-4 fp16 NCHW batch=1); rank-4 re-spell would still need surface in kConvTasks: in=(1, 1024, 375) out=(1, 1024, 375) k=? s=1 g=1 pad_type 'valid'"
3061,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3062,transpose,missing,no H13 encoder for 'transpose': lowerOperation final reject 'H13 has no source-qualified encoder for' (ANEH13Compiler.mm:1349-1350)
3063,add,direct,"h13-source-qualified two-runtime same-shape binary, 64-element slices (rung 01-add-legacy proven path)"
3064,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3065,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3066,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3067,layer_norm,missing,"normParityPlan hard-rejects affine layer_norm: requires args==3, fp32 epsilon==1e-5, NO gamma/beta ('Apple's compiler in this harness rejects every affine form', ANEH13Compiler.mm:751-792); all 120 here carry gamma+beta with epsilon as an fp16 const; additionally the affine-less core surface (1,3..."
3068,constexpr_lut_to_dense,normalization-needed,"4-bit palettization wrapper (fp16 LUT 64 or 256 groups x 16 centroids, uint4 indices) over weight.bin blob data: decompress to dense fp16 at weight-prep and emit as const BLOBFILE; no H13 encoder consumes palettized data"
3069,linear,normalization-needed,"weight producer is constexpr_lut_to_dense (constexpr_lut_to_dense), so constantValue(weight) is false and the linear handler rejects with h13.linear-nonconstant-weight; host LUT decompression (fp16 LUT [G,1,16,1] + uint4 indices -> dense fp16 [N,K]) re-emitted as a const with BLOBFILE payload unb..."
3070,silu,missing-envelope,"no Silu surface for (1, 375, 4096): kElementwiseTasks carries unary ops only on channel-vector surfaces (C,1,1) C<=4096; unary ops have NO generic fallback (parityPlan-only path)"
3071,constexpr_lut_to_dense,normalization-needed,"4-bit palettization wrapper (fp16 LUT 64 or 256 groups x 16 centroids, uint4 indices) over weight.bin blob data: decompress to dense fp16 at weight-prep and emit as const BLOBFILE; no H13 encoder consumes palettized data"
3072,linear,normalization-needed,"weight producer is constexpr_lut_to_dense (constexpr_lut_to_dense), so constantValue(weight) is false and the linear handler rejects with h13.linear-nonconstant-weight; host LUT decompression (fp16 LUT [G,1,16,1] + uint4 indices -> dense fp16 [N,K]) re-emitted as a const with BLOBFILE payload unb..."
3073,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3074,mul,direct,"inline fp16 scalar mul fold (splat constant, 64-element slices)"
3075,add,direct,"h13-source-qualified two-runtime same-shape binary, 64-element slices (rung 01-add-legacy proven path)"
3076,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3077,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3078,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3079,layer_norm,missing,"normParityPlan hard-rejects affine layer_norm: requires args==3, fp32 epsilon==1e-5, NO gamma/beta ('Apple's compiler in this harness rejects every affine form', ANEH13Compiler.mm:751-792); all 120 here carry gamma+beta with epsilon as an fp16 const; additionally the affine-less core surface (1,3..."
3080,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3081,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3082,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3083,layer_norm,missing,"normParityPlan hard-rejects affine layer_norm: requires args==3, fp32 epsilon==1e-5, NO gamma/beta ('Apple's compiler in this harness rejects every affine form', ANEH13Compiler.mm:751-792); all 120 here carry gamma+beta with epsilon as an fp16 const; additionally the affine-less core surface (1,3..."
3084,constexpr_lut_to_dense,normalization-needed,"4-bit palettization wrapper (fp16 LUT 64 or 256 groups x 16 centroids, uint4 indices) over weight.bin blob data: decompress to dense fp16 at weight-prep and emit as const BLOBFILE; no H13 encoder consumes palettized data"
3085,linear,normalization-needed,"weight producer is constexpr_lut_to_dense (constexpr_lut_to_dense), so constantValue(weight) is false and the linear handler rejects with h13.linear-nonconstant-weight; host LUT decompression (fp16 LUT [G,1,16,1] + uint4 indices -> dense fp16 [N,K]) re-emitted as a const with BLOBFILE payload unb..."
3086,silu,missing-envelope,"no Silu surface for (1, 375, 4096): kElementwiseTasks carries unary ops only on channel-vector surfaces (C,1,1) C<=4096; unary ops have NO generic fallback (parityPlan-only path)"
3087,constexpr_lut_to_dense,normalization-needed,"4-bit palettization wrapper (fp16 LUT 64 or 256 groups x 16 centroids, uint4 indices) over weight.bin blob data: decompress to dense fp16 at weight-prep and emit as const BLOBFILE; no H13 encoder consumes palettized data"
3088,linear,normalization-needed,"weight producer is constexpr_lut_to_dense (constexpr_lut_to_dense), so constantValue(weight) is false and the linear handler rejects with h13.linear-nonconstant-weight; host LUT decompression (fp16 LUT [G,1,16,1] + uint4 indices -> dense fp16 [N,K]) re-emitted as a const with BLOBFILE payload unb..."
3089,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3090,mul,direct,"inline fp16 scalar mul fold (splat constant, 64-element slices)"
3091,add,direct,"h13-source-qualified two-runtime same-shape binary, 64-element slices (rung 01-add-legacy proven path)"
3092,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3093,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3094,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3095,layer_norm,missing,"normParityPlan hard-rejects affine layer_norm: requires args==3, fp32 epsilon==1e-5, NO gamma/beta ('Apple's compiler in this harness rejects every affine form', ANEH13Compiler.mm:751-792); all 120 here carry gamma+beta with epsilon as an fp16 const; additionally the affine-less core surface (1,3..."
3096,constexpr_lut_to_dense,normalization-needed,"4-bit palettization wrapper (fp16 LUT 64 or 256 groups x 16 centroids, uint4 indices) over weight.bin blob data: decompress to dense fp16 at weight-prep and emit as const BLOBFILE; no H13 encoder consumes palettized data"
3097,linear,normalization-needed,"weight producer is constexpr_lut_to_dense (constexpr_lut_to_dense), so constantValue(weight) is false and the linear handler rejects with h13.linear-nonconstant-weight; host LUT decompression (fp16 LUT [G,1,16,1] + uint4 indices -> dense fp16 [N,K]) re-emitted as a const with BLOBFILE payload unb..."
3098,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3099,reshape,direct-alias,"compile-loop shape alias: metadata only, no program emitted (ANEH13Compiler.mm:1456-1482)"
3100,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3101,constexpr_lut_to_dense,normalization-needed,"4-bit palettization wrapper (fp16 LUT 64 or 256 groups x 16 centroids, uint4 indices) over weight.bin blob data: decompress to dense fp16 at weight-prep and emit as const BLOBFILE; no H13 encoder consumes palettized data"
3102,linear,normalization-needed,"weight producer is constexpr_lut_to_dense (constexpr_lut_to_dense), so constantValue(weight) is false and the linear handler rejects with h13.linear-nonconstant-weight; host LUT decompression (fp16 LUT [G,1,16,1] + uint4 indices -> dense fp16 [N,K]) re-emitted as a const with BLOBFILE payload unb..."
3103,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3104,reshape,direct-alias,"compile-loop shape alias: metadata only, no program emitted (ANEH13Compiler.mm:1456-1482)"
3105,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3106,constexpr_lut_to_dense,normalization-needed,"4-bit palettization wrapper (fp16 LUT 64 or 256 groups x 16 centroids, uint4 indices) over weight.bin blob data: decompress to dense fp16 at weight-prep and emit as const BLOBFILE; no H13 encoder consumes palettized data"
3107,linear,normalization-needed,"weight producer is constexpr_lut_to_dense (constexpr_lut_to_dense), so constantValue(weight) is false and the linear handler rejects with h13.linear-nonconstant-weight; host LUT decompression (fp16 LUT [G,1,16,1] + uint4 indices -> dense fp16 [N,K]) re-emitted as a const with BLOBFILE payload unb..."
3108,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3109,reshape,direct-alias,"compile-loop shape alias: metadata only, no program emitted (ANEH13Compiler.mm:1456-1482)"
3110,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3111,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3112,transpose,missing,no H13 encoder for 'transpose': lowerOperation final reject 'H13 has no source-qualified encoder for' (ANEH13Compiler.mm:1349-1350)
3113,add,direct,whole-tensor constant fold (add/mul/max/min; sub folds as sign-flipped add; real_div folds only for powers of two)
3114,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3115,add,direct,whole-tensor constant fold (add/mul/max/min; sub folds as sign-flipped add; real_div folds only for powers of two)
3116,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3117,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3118,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3119,matmul,normalization-needed,"const-weight matmul 3000x128x749 tx=False ty=False outside parity envelope; falls to the source-qualified chunked matvec path (per-row/512-column slices, physical reduction 256/512, weight must be a const with BLOBFILE payload — this proto stores it inline, so the handoff must re-emit weight.bin ..."
3120,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3121,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3122,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3123,pad,missing,no H13 encoder for 'pad': lowerOperation final reject 'H13 has no source-qualified encoder for' (ANEH13Compiler.mm:1349-1350)
3124,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3125,reshape,direct-alias,"compile-loop shape alias: metadata only, no program emitted (ANEH13Compiler.mm:1456-1482)"
3126,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3127,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3128,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3129,slice_by_index,missing,no H13 encoder for 'slice_by_index': lowerOperation final reject 'H13 has no source-qualified encoder for' (ANEH13Compiler.mm:1349-1350)
3130,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3131,reshape,direct-alias,"compile-loop shape alias: metadata only, no program emitted (ANEH13Compiler.mm:1456-1482)"
3132,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3133,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3134,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3135,slice_by_index,missing,no H13 encoder for 'slice_by_index': lowerOperation final reject 'H13 has no source-qualified encoder for' (ANEH13Compiler.mm:1349-1350)
3136,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3137,mul,direct,"inline fp16 scalar mul fold (splat constant, 64-element slices)"
3138,select,missing,no H13 encoder for 'select': lowerOperation final reject 'H13 has no source-qualified encoder for' (ANEH13Compiler.mm:1349-1350)
3139,mul,direct,"inline fp16 scalar mul fold (splat constant, 64-element slices)"
3140,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3141,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3142,transpose,missing,no H13 encoder for 'transpose': lowerOperation final reject 'H13 has no source-qualified encoder for' (ANEH13Compiler.mm:1349-1350)
3143,matmul,missing-envelope,"runtime-operand matmul rows=3000 red=128 cols=375 tx=False ty=True y=(1, 8, 375, 128): outside kMatmulEnvelopeTasks (rows decoded only for 1 and 16); runtime-weight matmul is parity-path-only — reject h13.matmul-outside-envelope; no chunked fallback exists for runtime operands"
3144,add,direct,"h13-source-qualified two-runtime same-shape binary, 64-element slices (rung 01-add-legacy proven path)"
3145,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3146,softmax,missing-envelope,"softmax template lookup in=(8, 375, 375) out=(8, 375, 375) axis-mask=0x08: absent from kNormTasks (44 decoded softmax programs; largest spatial 256x256); normParityPlan is softmax's only path (no generic fallback)"
3147,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3148,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3149,transpose,missing,no H13 encoder for 'transpose': lowerOperation final reject 'H13 has no source-qualified encoder for' (ANEH13Compiler.mm:1349-1350)
3150,matmul,missing-envelope,"runtime-operand matmul rows=3000 red=375 cols=128 tx=False ty=False y=(1, 8, 375, 128): outside kMatmulEnvelopeTasks (rows decoded only for 1 and 16); runtime-weight matmul is parity-path-only — reject h13.matmul-outside-envelope; no chunked fallback exists for runtime operands"
3151,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3152,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3153,transpose,missing,no H13 encoder for 'transpose': lowerOperation final reject 'H13 has no source-qualified encoder for' (ANEH13Compiler.mm:1349-1350)
3154,reshape,direct-alias,"compile-loop shape alias: metadata only, no program emitted (ANEH13Compiler.mm:1456-1482)"
3155,constexpr_lut_to_dense,normalization-needed,"4-bit palettization wrapper (fp16 LUT 64 or 256 groups x 16 centroids, uint4 indices) over weight.bin blob data: decompress to dense fp16 at weight-prep and emit as const BLOBFILE; no H13 encoder consumes palettized data"
3156,linear,normalization-needed,"weight producer is constexpr_lut_to_dense (constexpr_lut_to_dense), so constantValue(weight) is false and the linear handler rejects with h13.linear-nonconstant-weight; host LUT decompression (fp16 LUT [G,1,16,1] + uint4 indices -> dense fp16 [N,K]) re-emitted as a const with BLOBFILE payload unb..."
3157,add,direct,"h13-source-qualified two-runtime same-shape binary, 64-element slices (rung 01-add-legacy proven path)"
3158,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3159,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3160,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3161,layer_norm,missing,"normParityPlan hard-rejects affine layer_norm: requires args==3, fp32 epsilon==1e-5, NO gamma/beta ('Apple's compiler in this harness rejects every affine form', ANEH13Compiler.mm:751-792); all 120 here carry gamma+beta with epsilon as an fp16 const; additionally the affine-less core surface (1,3..."
3162,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3163,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3164,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3165,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3166,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3167,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3168,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3169,transpose,missing,no H13 encoder for 'transpose': lowerOperation final reject 'H13 has no source-qualified encoder for' (ANEH13Compiler.mm:1349-1350)
3170,conv,missing-envelope,"rank-3 spelling rejected by convSurface (requires rank-4 fp16 NCHW batch=1); rank-4 re-spell would still need surface in kConvTasks: in=(1, 1024, 375) out=(1, 2048, 375) k=? s=1 g=1 pad_type 'valid'"
3171,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3172,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3173,split,missing,no H13 encoder for 'split': lowerOperation final reject 'H13 has no source-qualified encoder for' (ANEH13Compiler.mm:1349-1350)
3174,sigmoid,missing-envelope,"no Sigmoid surface for (1, 1024, 375): kElementwiseTasks carries unary ops only on channel-vector surfaces (C,1,1) C<=4096; unary ops have NO generic fallback (parityPlan-only path)"
3175,mul,direct,"h13-source-qualified two-runtime same-shape binary, 64-element slices (rung 01-add-legacy proven path)"
3176,select,missing,no H13 encoder for 'select': lowerOperation final reject 'H13 has no source-qualified encoder for' (ANEH13Compiler.mm:1349-1350)
3177,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3178,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3179,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3180,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3181,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3182,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3183,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3184,conv,missing-envelope,"rank-3 spelling rejected by convSurface (requires rank-4 fp16 NCHW batch=1); rank-4 re-spell would still need surface in kConvTasks: in=(1, 1024, 375) out=(1, 1024, 375) k=? s=1 g=1024 pad_type 'custom'"
3185,silu,missing-envelope,"no Silu surface for (1, 1024, 375): kElementwiseTasks carries unary ops only on channel-vector surfaces (C,1,1) C<=4096; unary ops have NO generic fallback (parityPlan-only path)"
3186,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3187,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3188,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3189,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3190,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3191,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3192,conv,missing-envelope,"rank-3 spelling rejected by convSurface (requires rank-4 fp16 NCHW batch=1); rank-4 re-spell would still need surface in kConvTasks: in=(1, 1024, 375) out=(1, 1024, 375) k=? s=1 g=1 pad_type 'valid'"
3193,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3194,transpose,missing,no H13 encoder for 'transpose': lowerOperation final reject 'H13 has no source-qualified encoder for' (ANEH13Compiler.mm:1349-1350)
3195,add,direct,"h13-source-qualified two-runtime same-shape binary, 64-element slices (rung 01-add-legacy proven path)"
3196,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3197,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3198,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3199,layer_norm,missing,"normParityPlan hard-rejects affine layer_norm: requires args==3, fp32 epsilon==1e-5, NO gamma/beta ('Apple's compiler in this harness rejects every affine form', ANEH13Compiler.mm:751-792); all 120 here carry gamma+beta with epsilon as an fp16 const; additionally the affine-less core surface (1,3..."
3200,constexpr_lut_to_dense,normalization-needed,"4-bit palettization wrapper (fp16 LUT 64 or 256 groups x 16 centroids, uint4 indices) over weight.bin blob data: decompress to dense fp16 at weight-prep and emit as const BLOBFILE; no H13 encoder consumes palettized data"
3201,linear,normalization-needed,"weight producer is constexpr_lut_to_dense (constexpr_lut_to_dense), so constantValue(weight) is false and the linear handler rejects with h13.linear-nonconstant-weight; host LUT decompression (fp16 LUT [G,1,16,1] + uint4 indices -> dense fp16 [N,K]) re-emitted as a const with BLOBFILE payload unb..."
3202,silu,missing-envelope,"no Silu surface for (1, 375, 4096): kElementwiseTasks carries unary ops only on channel-vector surfaces (C,1,1) C<=4096; unary ops have NO generic fallback (parityPlan-only path)"
3203,constexpr_lut_to_dense,normalization-needed,"4-bit palettization wrapper (fp16 LUT 64 or 256 groups x 16 centroids, uint4 indices) over weight.bin blob data: decompress to dense fp16 at weight-prep and emit as const BLOBFILE; no H13 encoder consumes palettized data"
